College Name,Email
All India Institute of Medical Sciences (Deoghar),office.aiimsdeoghar@gmail.com
G.L.A. College (Medininagar),principalgla2018@gmail.com
Phulo Jhano Medical College (Dumka),principal.medicalcollege.dumka@gmail.com
Kolhan University,vckolhanuniversity@gmail.com
Vinoba Bhave University,vc@vbu.ac.in
Jharkhand University of Technology,jut.vcsecretariat@gmail.com
Jharkhand State Open University,tnsahu116@gmail.com
Jharkhand Raksha Shakti University,vcjrsu@gmail.com
Jamshedpur Women’s University,vc@jwu.ac.in
Central University of Jharkhand (Registrar),registrar@cuj.ac.in
Jharkhand Rai University,vc@jru.edu.in
Usha Martin University,vc@umu.ac.in
Ramchandra Chandravanshi University,vc.rcuniversity@gmail.com
Arka Jain University,registrar@arkajainuniversity.ac.in
Shrinath University,srinath.edu7@gmail.com
AISECT University,dryadava@gmail.com
Sarla Birla University,registrar@sburanchi.ac.in
Netaji Subhas University,vicechancellor@nsuniv.ac.in
Capital University,admin@capitaluniversity.edu.in
ICFAI University,registrar@iujharkhand.edu.in
YBN University,ramjeeyadav112@gmail.com
Pragyan International University,pragyanuniversity@gmail.com
Jharkhand College Dumri,jharkhandcollege1985@gmail.com
Graduate School College for Women,principalgscw@gmail.com
"Guru Nanak College, Dhanbad",principal@gncollege.org
St. Joseph's College of Commerce,libinfo@sjcc.edu.in
St. Aloysius College (Mangaluru),aloysius.principal@gmail.com
Christ University,admissions@christuniversity.in
PES University,admissions@pes.edu
BMS College of Engineering,info@bmsce.ac.in
Kristu Jayanti College (Autonomous),info@kristujayanti.com
Jyoti Nivas College,info@jyotinivas.org
NMKRV College for Women,nmkrvadmissions@gmail.com
"MES College of Arts, Commerce and Science",mesdegreecollege@gmail.com
Maharani Lakshmi Ammanni College for Women,contact@mlacw.edu.in
Seshadripuram College,info@spmcollege.ac.in
BMS College for Women,library@bmscw.edu.in
Bagalkot University,bgkujkd@gmail.com
Bangalore University,bu2registrar@gmail.com
Bengaluru City University,registrar@bcu.ac.in
"University of Agricultural Sciences, Bangalore",deuasbangalore@gmail.com
National Law School of India University,contactus@nls.ac.in
Davangere University,registrar@davangereuniversity.ac.in
Kannada University,kannadauniversity@gmail.com
"University of Horticultural Sciences, Bagalkot",registrar@uhsbagalkot.edu.in
Alliance University,chancellor@alliance.edu.in
Azim Premji University,outreach@apu.edu.in
CMR University,info@cmr.edu.in
Dayananda Sagar University,admissions@dsu.edu.in
Institute of Trans-Disciplinary Health Sciences and Technology (TDU),admissions@tdu.edu.in
Khaja Bandanawaz University,contact@kbn.university
Christ University,registrar@christuniversity.in
Swami Vivekananda Yoga Anusandhana Samsthana,info@svyasa.edu.in
Yenepoya University,info@yenepoya.edu.in
Adichunchanagiri University,info@acu.edu.in
KLE Technological University,info@kletech.ac.in
Rai Technology University,admission@raitechuniversity.in
St. Joseph's University,desk@sju.edu.in
Sharnbasva University,sharnbasvauniversity@gmail.com
Srinivas University,admission@srinivasuniversity.edu.in
BLDE University,office@bldedu.ac.in
Jain University,admissions@jainuniversity.ac.in
NITTE University,info@nitte.edu.in
Sri Devaraj Urs Academy of Higher Education and Research,office@sduaher.ac.in
Bengaluru Dr. B.R. Ambedkar School of Economics University,info@base.ac.in
National Law School of India University,contactus@nls.ac.in
Karnataka Samskrit University,karnatakasanskrituniversity@gmail.com
"University of Agricultural and Horticultural Sciences, Shivamogga",registrar@uahs.edu.in
Karnatak University,registrar@kud.ac.in
Karnataka Folklore University,kajavivi@gmail.com
"University of Agricultural Sciences, Dharwad",registrar@uasd.in
Karnataka State Dr. Gangubhai Hangal Music and Performing Arts University,musicuniversitymys@gmail.com
Karnataka State Rural Development and Panchayat Raj University,enquiry.ksrdpru@gmail.com
"Karnataka Veterinary, Animal and Fisheries Sciences University",regkvafsu@gmail.com
Mangalore University,controller@mangaloreuniversity.ac.in
Tumkur University,tumkuruniversity2004@gmail.com
Raichur University,ruruucmshelpdesk@gmail.com
Vijayanagara Sri Krishnadevaraya University,calendar@vskub.ac.in
Cochin University of Science and Technology,registrar@cusat.ac.in
University of Calicut,jce2@universityofcalicut.info
Mar Ivanios College,info@mic.ac.in
Government. Arts College,admin.ksitm@kerala.gov.in
National Institute of Technology Calicut,dracd@nitc.ac.in
College of Engineering,principal@cet.ac.in
"School of Engineering, Cochin University of Science and Technology",principal_soe@cusat.ac.in
Calicut University,jce2@universityofcalicut.info
Government College for Women,gcwtvpm@gmail.com
National Institute of Speech and Hearing,nishinfo@nish.ac.in
Government College,gccprincipal@gmail.com
Government College,gckattappana@gmail.com
Government College,gckottayam@gmail.com
Government Sanskrit College,govsktclgtpra@gmail.com
University College,principal.uc@gmail.com
Govt. College Kasaragod,getinfo@gck.ac.in
Govt. Victoria College,victoriapkd@gmail.com
Nirmala College,nirmalacollege@gmail.com
Central University of Kerala,venkitaraman@cukerala.ac.in
"State Institute of Hotel Management Catering Technology & Applied Nutrition , KOZHIKODE",sihmcalicut@gmail.com
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTTAYAM",registrar@iiitkottayam.ac.in
COCHIN UNIVERSITY COLLEGE OF ENGINEERING KUTTANAD,cucek.in@gmail.com
COLLEGE OF ENGINEERING,principal@perumonec.ac.in
COLLEGE OF ENGINEERING TRIKARIPUR,info@cetkr.ac.in
GOVERNMENT COLLEGE OF ENGINEERING,principal@gcek.ac.in
GOVERNMENT ENGINEERING COLLEGE,principal@gectcr.ac.in
GOVERNMENT ENGINEERING COLLEGE,principal@gecbh.ac.in
GOVERNMENT ENGINEERING COLLEGE,principal@geckkd.ac.in
GOVERNMENT ENGINEERING COLLEGE,principal@gecwyd.ac.in
INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,netadmin@iitpkd.ac.in
RAJIV GANDHI INSTITUTE OF TECHNOLOGY,info@rit.ac.in
SCHOOL OF ENGINEERING,principal_soe@cusat.ac.in
SREE CHITRA THIUNAL COLLEGE OF ENGINEERING,principal@sctce.ac.in
KERALA UNIVERSITY OF FISHERIES AND OCEAN STUDIES,registrar@kufos.ac.in
"INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, THIRUVANANTHAPURAM",principal@ihmctkovalam.org
AMRITA COLLEGE OF NURSING,nursingcollege@aims.amrita.edu
"INDIAN INSTITUTE OF SCIENCE EDUCATION AND RESEARCH, THIRUVANANTHAPURAM",registrar@iisertvm.ac.in
MAR BASELIOS CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,mbc@mbcpeermade.com
"GOVERNMENT MEDICAL COLLEGE, KOTTAYAM",medicalcollegekottayam@gmail.com
NEHRU COLLEGE OF ENGINEERING AND RESEARCH CENTRE,ngikadmissions@nehrucolleges.com
JAWAHARLAL COLLEGE OF ENGINEERING AND TECHNOLOGY,principal@jawaharlalcolleges.com
Kerala University of Fisheries and Ocean Studies,utypanangad@kufos.ac.in
Kerala University of Health Sciences,helpdesk@kuhs.ac.in
Kerala Veterinary and Animal Sciences University,registrar@kvasu.ac.in
University of Calicut,jce1@universityofcalicut.info
National University of Advanced Legal Studies,registrar@nuals.ac.in
Thunchath Ezhuthachan Malayalam University,malayalasarvakalasala@gmail.com
Kerala Technological University,university@ktu.edu.in
Indian Institute of Science Education and Research,registrar@iisertvm.ac.in
Sree Chitra Thirunal Institute of Medical Science and Technology,sct@sctimst.ac.in
UNIVERSITY COLLEGE OF ENGINEERING (CUSAT School of Engineering),principal_soe@cusat.ac.in
COCHIN UNIVERSITY OF SCIENCE AND TECHNOLOGY,admissions@cusat.ac.in
GOVERNMENT POLYTECHNIC COLLEGE MEENANGADI,gptc24wayanad@gmail.com
FEDERAL INSTITUTE OF SCIENCE AND TECHNOLOGY (FISAT),mail@fisat.ac.in
GIRIDEEPAM INSTITUTE OF ADVANCED LEARNING,girideepamcollege@gmail.com
"WOMEN'S POLYTECHNIC COLLEGE, KOZHIKODE",womenspolycalicut@gmail.com
"SREE RAMA GOVT POLYTECHNIC COLLEGE, THRIPRAYAR",srpolyoffice@gmail.com
VIDYA ACADEMY OF SCIENCE AND TECHNOLOGY TECHNICAL CAMPUS,info@vidyatcklmr.ac.in
ST.THOMAS COLLEGE OF ENGINEERING & TECHNOLOGY (CUSAT CUEK),principalcucek@cusat.ac.in
UNIVERSAL ENGINEERING COLLEGE,info@uec.ac.in
INSTITUTE OF FASHION TECHNOLOGY KERALA,iftk.govt@gmail.com
M.DASAN INSTITUTE OF TECHNOLOGY,info@mdit.ac.in
Xavier Institute of Management & Entrepreneurship,admissionskochi@xime.org
Institute of Technology Mayyil,mba@itmgroup.in
Vimal Jyothi Engineering College,office@vjec.ac.in
GOVT. POLYTECHNIC COLLEGE PUNALUR,gptcplr@gmail.com
"MODEL POLYTECHNIC COLLEGE, MATTAKKARA",mptmattakkara.ihrd@gmail.com
"Central Polytechnic College, Thiruvananthapuram",principal.cptc@gmail.com
"Govt Polytechnic College, Neyyattinkara",gptcnta@gmail.com
"Govt Polytechnic College, Nedumangad",gptcnedumangad@gmail.com
"Govt Polytechnic College, Attingal",gptcatl@gmail.com
"Govt Polytechnic College, Ezhukone",gptcezhukone@gmail.com
"Govt Polytechnic College, Adoor",gptcadr@gmail.com
"Govt Polytechnic College, Vechoochira",gptcvchr@gmail.com
"Govt Polytechnic College, Kalamassery",gptckalamassery1951@gmail.com
Central University of Kerala,registrar@cukerala.ac.in
"University College, Thiruvananthapuram",principal.uc@gmail.com
"Government College, Kariavattom",principalgck@gmail.com
"KMEA College of Arts and Science, Aluva",kcoas@kmeacollege.ac.in
"University Institute of Technology, Alappuzha (Kerala University UIT)",principaluitalp@gmail.com
"University Institute of Technology, Mukhathala",uitmukhathala@gmail.com
"UIT Kuravankonam, Thiruvananthapuram",uittvpm@gmail.com
UIT Kollam Region,uitkollam@gmail.com
"UIT Vakkom, Thiruvananthapuram",uitvakkom@gmail.com
"UIT Veli, Kochuveli",uitvelikochuveli@gmail.com
"St. Aloysius College, Edathua",sacedathua@gmail.com
Atal Bihari Vajpayee Indian Institute of Information Technology & Management,website@iiitm.ac.in
Dr. Harisingh Gour Vishwavidyalaya,vc@dhsgsu.edu.in
Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya,registrar@gramodayachitrakoot.ac.in
Vikram University,dswvvujjain@gmail.com
Rajiv Gandhi Proudyogiki Vishwavidyalaya,egov@rgpv.ac.in
National Law Institute University,nliu@nliu.ac.in
Maharani Laxmi Bai Government College of Excellence,helpline@antiragging.in
Pt. S.N. Shukla Government P.G. College,ptsnsuniversity@gmail.com
Government Model Science College,pprinci2010@gmail.com
Institute for Excellence in Higher Education,indirabarman@gmail.com
GOVERNMENT MODEL SCIENCE COLLEGE,pprinci2010@gmail.com
"National Institute of Design, Bhopal",info@nidmp.ac.in
NIFT - Bhopal,directoroffice.bhopal@nift.ac.in
JABALPUR ENGINEERING COLLEGE,icmna2025.jecap@gmail.com
SHRI G.S. INSTITUTE OF TECHNOLOGY & SCIENCE,director@sgsits.ac.in
ORIENTAL INSTITUTE OF SCIENCE AND TECHNOLOGY BHOPAL,admission@oriental.ac.in
"LAKSHMI NARAIN COLLEGE OF TECHNOLOGY, BHOPAL",admission@lnct.ac.in
"LAKSHMI NARAIN COLLEGE OF PHARMACY, BHOPAL",admission@lnct.ac.in
CAREER COLLEGE,ccm@careercollegeindia.com
SAGAR INSTITUTE OF RESEARCH TECHNOLOGY AND SCIENCE  PHARMACY,sirtsp@gmail.com
TECHNOCRATS INSTITUTE OF TECHNOLOGY,admission@technocratsgroup.edu.in
"GOVT. AUTONOMOUS AYURVED COLLEGE AND HOSPITAL, NIPANIYA REWA (M.P)",gacgwalior@gmail.com
"SHIVAJIRAO KADAM INSTITUTE OF TECHNOLOGY AND MANAGEMENT,TECHNICAL CAMPUS",info@skitm.in
TECHNOCRATS INSTITUTE OF TECHNOLOGY (EXCELLENCE),admission@technocratsgroup.edu.in
ORIENTAL COLLEGE OF TECHNOLOGY,admission@oriental.ac.in
TECHNOCRATS INSTITUTE OF TECHNOLOGY AND SCIENCE,admission@technocratsgroup.edu.in
LAKSHMI NARAIN COLLEGE OF TECHNOLOGY AND SCIENCE,admission@lnct.ac.in
LAKSHMI NARAIN COLLEGE OF TECHNOLOGY EXCELLENCE,admission@lnct.ac.in
TRUBA INSTITUTE OF PHARMACY,info@trubainstitute.ac.in
Rabindranath Tagore University,info@rntu.ac.in
"Government College of Engineering (IRTT), Erode",gceeprincipal@gmail.com
Madhya Pradesh Private University Regulatory Commission,info@peoplesuniversity.edu.in
"Government College of Engineering, Kannur",principal@gcek.ac.in
"Madhyanchal Professional University, Bhopal",info@mpu.ac.in
"AKS University, Satna",info@aksuniversity.com
"Government College of Engineering, Kolhapur",gcoekolhapur@gmail.com
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",egov@rgpv.ac.in
Government College of Engineering (IRTT),gceeprincipal@gmail.com
Madhyanchal Professional University,info@mpu.ac.in
AKS University,info@aksuniversity.com
Indore College of Engineering,office_university@aku.ac.in
Vikram University–affiliated Shanti Niketan College,dswvvujjain@gmail.com
Government ITI Institute,mpiticounseling2025@gmail.com
Madhya Pradesh Bhoj (Open) University,exammpbou231@gmail.com
Madhya Pradesh Bhoj (Open) University,ugmpbou@gmail.com
Madhya Pradesh Private University Regulatory Commission,mppurc.chairman@gmail.com
"Madhyanchal Professional University, Bhopal",info@mpu.ac.in
"Madhyanchal Professional University, Bhopal",headtnp@mpu.ac.in
"Madhyanchal Professional University, Bhopal",headtnp@patelcollege.com
"Government College of Engineering, Karad",studentsectiongcek@gmail.com
"Government College of Engineering, Bodinayakanur",gcebodi@gmail.com
"AKS University, Satna",info@aksuniversity.com
"AKS University, Satna",admission@aksuniversity.com
"AKS University, Satna",tpo@aksuniversity.com
"AKS University, Satna",advisortpcell@aksuniversity.com
"Government College of Engineering, Ratnagiri",principal.gcoeratnagiri@dtemaharashtra.gov.in
"Government College of Engineering, Ratnagiri",office@gcoer.ac.in
"Government College of Engineering, Kolhapur",gcoekolhapur@gmail.com
"Government College of Engineering, Kolhapur",principal.gcoekolhapur@dtemaharashtra.gov.in
"Awadhesh Pratap Singh University, Rewa",regapsu@gmail.com
"Awadhesh Pratap Singh University, Rewa",vcapsu@gmail.com
"Government College of Engineering, Nagpur",principal.gcoenagpur@dtemaharashtra.gov.in
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ooregistrar@rgpv.ac.in
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",registrarrgpv@gmail.com
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",vcoffice@rgpv.ac.in
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",acad@rgpv.ac.in
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ce@rgpv.ac.in
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",dsw@rgpv.ac.in
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",egov@rgpv.ac.in
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",degree@rgpv.ac.in
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",namecorrection@rgpv.ac.in
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",dupms@rgpv.ac.in
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",transcript@rgpv.ac.in
"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",dverify@rgpv.ac.in
Government College of Engineering,principal@gcek.ac.in
Madhyanchal Professional University,info@mpu.ac.in
Madhyanchal Professional University,headtnp@mpu.ac.in
Madhyanchal Professional University,headtnp@patelcollege.com
Government College of Engineering,studentsectiongcek@gmail.com
Government College of Engineering,gcebodi@gmail.com
AKS University,info@aksuniversity.com
AKS University,admission@aksuniversity.com
AKS University,tpo@aksuniversity.com
AKS University,advisortpcell@aksuniversity.com
Government College of Engineering,principal.gcoeratnagiri@dtemaharashtra.gov.in
Government College of Engineering,office@gcoer.ac.in
Government College of Engineering,gcoekolhapur@gmail.com
Government College of Engineering,principal.gcoekolhapur@dtemaharashtra.gov.in
Awadhesh Pratap Singh University,regapsu@gmail.com
Awadhesh Pratap Singh University,vcapsu@gmail.com
Government College of Engineering,principal.gcoenagpur@dtemaharashtra.gov.in
Rajiv Gandhi Proudyogiki Vishwavidyalaya,ooregistrar@rgpv.ac.in
Rajiv Gandhi Proudyogiki Vishwavidyalaya,registrarrgpv@gmail.com
Rajiv Gandhi Proudyogiki Vishwavidyalaya,vcoffice@rgpv.ac.in
Rajiv Gandhi Proudyogiki Vishwavidyalaya,acad@rgpv.ac.in
Rajiv Gandhi Proudyogiki Vishwavidyalaya,ce@rgpv.ac.in
Rajiv Gandhi Proudyogiki Vishwavidyalaya,dsw@rgpv.ac.in
Rajiv Gandhi Proudyogiki Vishwavidyalaya,egov@rgpv.ac.in
Rajiv Gandhi Proudyogiki Vishwavidyalaya,degree@rgpv.ac.in
Rajiv Gandhi Proudyogiki Vishwavidyalaya,namecorrection@rgpv.ac.in
Rajiv Gandhi Proudyogiki Vishwavidyalaya,dupms@rgpv.ac.in
Rajiv Gandhi Proudyogiki Vishwavidyalaya,transcript@rgpv.ac.in
Rajiv Gandhi Proudyogiki Vishwavidyalaya,dverify@rgpv.ac.in
Madhya Pradesh Council of Science & Technology,pmucedmap@gmail.com
Government ITI Institute,itirewa@gmail.com
GOVT COLLEGE DEOSAR SCALED),regapsu@gmail.com
GOVT COLLEGE DEOSAR SCALED),vcapsu@gmail.com
Nave Gov Clg nape,info@sfc.ac.in
THAKUR SOMESHWAR'SNGH GOVE COLEGE NAGAR EWA,collegeduniyabharat@gmail.com
Govt aes Cand,aeeshelpdesk@gmail.com
Govt. College,gcrjy1853@gcrjy.ac.in
GOVT. SCIENCE COLLEGE PANCHDHARA,principalgscc@gmail.com
SHRUTI COLLEGE,mail@srustiacademy.ac.in
A.K. Institute of Management College,info@akgim.edu.in
Govt Chhatrasal Mahavidhy College,mchhatrasaluniversity@gmail.com
H.L.AGRAWAL COLLEGE OF EDUCATION BETUL,hello@collegedekho.com
RAJEEV GANDHI COLLEGE RAISEN,dineshgabhane@rgcms.edu.in
SHRI GAJANAN SHIKSHA SAMITI COLLEGE,principalshrigajanan@gmail.com
GOVT MOTILAL VIGYAN MAHAVIDYALAYA,rmlscollege@gmail.com
RAJEEV GANDHI MANAGEMENT INSTITUTE BHOPAL,director.rgmi@gmail.com
R. M. L. COLLEGE OF EDUCATION,nssmgcollege@gmail.com
GOVT COLLEGE LADKH SHORE,ao@mgit.ac.in
SWAMI VIVEKANAND COMPUTER ACADEMY,gad@hyderabad.bits-pilani.ac.in
MG COLLEGE,principalgcshahpur@gmail.com
GOVT DR SIMHAPRASAD MUKHERJEE SCIENCE & COMMERCE COLLEGE,info@vishnu.edu.in
GOVT COLLEGE ZIRAPUR,vishwamitradegreecollege1021@gmail.com
GOVT. GIRLS COLLEGE,govtcollegebaloda2012@gmail.com
MADANI MAHAVIRA COLLEGE,gcrjy1853@gcrjy.ac.in
GOVT COLLEGE KURWAI,ao@mgit.ac.in
DR. BEHERI RAM AMBEKAR GOVT COLLEGE,gad@hyderabad.bits-pilani.ac.in
GOVT. COLLEGE,principalgcshahpur@gmail.com
Govt College-Jamavadi,principal@gcwmaroad.edu.in
Sardar Patel Polytechnic College,administrator@spit.ac.in
GOVT. J.LAL TRIMURTI COLLEGE,trimurti.college2014@gmail.com
Govt College,gcrjy1853@gcrjy.ac.in
Jawaharlal Nehru College,jlnsbasoda@gmail.com
Atal Bihari Vajpayee Government Medical College,deangmcvidisha@gmail.com
Government College,dgour7656@gmail.com
Government Naveen College,govtcollegebori@gmail.com
Central Institute of Fisheries Education,director@cife.edu.in
"D. Y. Patil Education Society, Kolhapur",info@dypatilkolhapur.org
Dnyaneshwar Vidyapeeth Educational Trust,dnyaneshwarvidyapeeth@gmail.com
Deccan College Post-Graduate and Research Institute,info@dcpune.ac.in
Dr. Babasaheb Ambedkar Technological University,vc@dbatu.ac.in
"Dr. D. Y. Patil Vidyapeeth, Pune",info@dpu.edu.in
Indira Gandhi Institute of Development Research,registrar@igidr.ac.in
International Institute for Population Sciences,registrar@iips.net
International Institute for Population Sciences,registraroffice@iips.net
Krishna Institute of Medical Sciences,contact@kimsuniversity.in
Maharashtra University of Health Sciences,registrar@muhs.ac.in
North Maharashtra University,sfc@nmuj.digitaluniversity.ac
Pravara Institute of Medical Sciences,contact@pmtpims.org
Sant Gadge Baba Amravati University,reg@sgbau.ac.in
Shivaji University,registrar@unishivaji.ac.in
Swami Ramanand Teerth Marathwada University,srtmunregistrar@gmail.com
Symbiosis International University,registrar@siu.edu.in
DR. BABASAHEB AMBEDKAR MARATHWADA UNIVERSITY,head.csit@bamu.ac.in
Fergusson College,principal@fergusson.edu
Visvesvaraya National Institute of Technology,dr_acd@vnit.ac.in
College of Engineering,mitcoe@mitpune.com
Dr. Vishwanath Karad MIT World Peace University,admissions@mitwpu.edu.in
Mumbai University,info@idol.mu.ac.in
K. K. Wagh Institute of Engineering Education and Research,kkwieer@kkwagh.edu.in
Armed Forces Medical College,oicadmission@gmail.com
"Government College of Education, Aurangabad",govtiase@gmail.com
Sinhgad Technical Education Society's Sinhgad College of Engineering,registrar.scoe@sinhgad.edu
VPM's K. G. Joshi College of Arts and N. G. Bedekar College of Commerce,prinsas@vpmthane.org
KJs Educational Institutes Trinity Academy of Engineering,estb.pcoemr@gmail.com
SKN Sinhgad Institute of Technology and Science,principal.sknsits@sinhgad.edu
Government Institute of Forensic Science,ifscngp@ifscnagpur.in
Rajaram College,registration@rajaramcollege.com
Sanjivani College of Pharmaceutical Education and Research,principalbpharm@sanjivani.org.in
College of Military Engineering,dipwgcmepune@gmail.com
Government of Maharashtra's Elphinstone College,info@elphinstone.ac.in
Government Vidarbha Institute of Science and Humanities,directorgvishamravati@gmail.com
Maharashtra Education Society's Garware College of Commerce,webgcc@mespune.in
Government College of Engineering,principal.gcoechandrapur@dtemaharashtra.gov.in
Government College of Engineering,mmd101@gmail.com
GOVERNMENT POLYTECHNIC,office.gpnashik@dtemaharashtra.gov.in
"GOVERNMENT POLYTECHNIC, AMRAVATI",office.gpamravati@dtemaharashtra.gov.in
Government Polytechnic Arvi,principal.gparvi@dtemaharashtra.gov.in
Shri Guru Gobind Singhaji Institute of Engineering  and Technology,director@sggs.ac.in
TOPIWALA NATIONAL MEDICAL COLLEGE MUMBAI,deantnmcmumbai@gmail.com
PES Modern College of Pharmacy,mcopnigdi44@gmail.com
S. P. Jain Institute of Management & Research,spjicom@spjimr.org
Symbiosis Institute of Business Management,info@sibmpune.edu.in
Symbiosis Law School,slspinfo@symlaw.ac.in
Poona College of Pharmacy,pcp.bvu@gmail.com
NIFT - Mumbai,director.mumbai@nift.ac.in
INDIRA SCHOOL OF BUSINESS STUDIES,admissions@indiraisbs.ac.in
K. E. SOCIETY'S RAJARAMBAPU INSTITUTE OF TECHNOLOGY,director@ritindia.edu
K.J Somaiya Institute of  Engineering and  Information Technology,info@tech.somaiya.edu
NIT POLYTECHNIC,1199principal@msbte.com
Pillai College of Engineering,pce@mes.ac.in
PIMPRI CHINCHWAD EDUCATION TRUST's PIMPRI CHINCHWAD COLLEGE OF ENGINEERING,pccoeadmin@gmail.com
SHANTI EDUCATION SOCIETY'S A.G. PATIL POLYTECHNIC INSTITUTE,agppi.contact@gmail.com
SRES Sanjivani College of Engineering,principalcoe@sanjivani.org.in
Vidya Vikas Pratishthan Polytechnic,vvpps07@gmail.com
MAEERS MIT ACADEMY OF ENGINEERING,mitcoe@mitpune.com
PUNE INSTITUTE OF BUSINESS MANAGEMENT,admissions@pibm.in
INDIAN INSTITUTE OF MANAGEMENT NAGPUR,info@iimnagpur.ac.in
MAHATMA GANDHI INSTITUTE OF MEDICAL SCIENCES,dean@mgims.ac.in
"SHIKSHAN PRASARAK SANSTHAS SANGAMNER NAGARPALIKA ARTS, D. J. MALPANI COMMERCE AND B. N. SARADA SCIENCE COLLEGE",info@sangamnercollege.edu.in
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, NAGPUR",registrar@iiitn.ac.in
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, PUNE",shinde.laxman907@gmail.com
GOVERNMENT COLLEGE OF ENGINEERING,principal@gcoej.ac.in
VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,director@vjti.ac.in
INDIAN INSTITUTE OF SCIENCE EDUCATION AND RESEARCH PUNE,admissions@iiserpune.ac.in
INDIAN MARITIME UNIVERSITY - NAVI MUMBAI CAMPUS,director.navimumbai@imu.ac.in
INSTITUTE FOR TECHNOLOGY AND MANAGEMENT,pgdm.admissions@itm.edu
"SANJIVANI K.B.P. POLYTECHNIC, KOPARGAON",principalkbp@sanjivani.org.in
"SANT GAJANAN MAHARAJ RURAL POLYTECHNIC, MAHAGAON",principal.sgmcoe@gmail.com
"VIDYAVARDHINI INSTITUTE OF TECHNOLOGY,PAL",vidyavardhini6472@gmail.com
"SHARAD INSTITUTE OF TECHNOLOGY, POLYTECHNIC",contact@sitpolytechnic.org
INDIAN INSTITUTE OF PACKAGING,iip@iip-in.com
"SOLAPUR EDUCATION SOCIETYS POLYTECHNIC,SOLAPUR",sespsolapur@gmail.com
SYMBIOSIS INTERNATIONAL,info@siu.edu.in
SYMBIOSIS INSTITUTE OF COMPUTER STUDIES AND RESEARCH,admissions@sicsr.ac.in
SYMBIOSIS CENTRE FOR MANAGEMENT AND HUMAN RESOURCE DEVELOPMENT (SCMHRD),admissioncell@scmhrd.edu
SYMBIOSIS INSTITUTE OF INTERNATIONAL BUSINESS (SIIB),director@siib.ac.in
SYMBIOSIS INSTITUTE OF TELECOM MANAGEMENT (SITM),admissions@sidtm.edu.in
SYMBIOSIS INSTITUTE OF MANAGEMENT STUDIES (SIMS),admissions@sims.edu
SYMBIOSIS INSTITUTE OF OPERATIONS MANAGEMENT (SIOM),admissions@siom.in
SYMBIOSIS CENTER FOR INFORMATION TECHNOLOGY (SCIT),admission@scit.edu
SYMBIOSIS INSTITUTE OF GEO INFORMATICS (SIG),admissions@sig.ac.in
SYMBIOSIS INSTITUTE OF DESIGN (SID),admissions@sid.edu.in
SYMBIOSIS INSTITUTE OF BUSINESS MANAGEMENT (SIBM) NAGPUR,admissions@sibmnagpur.edu.in
SYMBIOSIS LAW SCHOOL (SLS) NAGPUR,info@slsnagpur.edu.in
SYMBIOSIS CENTRE FOR MANAGEMENT STUDIES (SCMS) NAGPUR,admissions@scmsnagpur.edu.in
SYMBIOSIS SCHOOL OF PLANNING  ARCHITECTURE AND DESIGN (SSPAD),info@sspad.edu.in
GOVERNMENT AYURVED COLLEGE  NAGPUR,registrar@muhs.ac.in
KARMAVIR DADASAHEB KANNAMWAR COLLEGE OF ENGINEERING,principal@kdkce.edu.in
INSTITUTE OF MANAGEMENT TECHNOLOGY,contact@imtnag.ac.in
"MAHARASHTRA NATIONAL LAW UNIVERSITY, MUMBAI",admission@mnlumumbai.edu.in
KRISHNA INSTITUTE OF MEDICAL SCIENCE,directoriqac@kimskarad.in
DR. D. Y. PATIL INSTITUTE OF TECHNOLOGY,info.engg@dypvp.edu.in
DR. D. Y. PATIL VIDYAPEETH,registrar@dpu.edu.in
"GOVERNMENT MEDICAL COLLEGE, BARAMATI",deangmcbaramati@gmail.com
THE NEW COLLEGE KOLAHPUR,nck@newcollege.ac.in
"TULSIRAMJI GAIKWAD PATIL COLLEGE OF ENGINEERING  AND TECHNOLOGY, TULSIRAMJI",principal@tgpcet.com
GLOBAL BUSINESS SCHOOL AND RESEARCH CENTRE,registrar@dpu.edu.in
